record_id,age,gender,education_qualification,martial_status,occupation_status,bank___1,bank___2,bank___3,bank___4,bank___5,bank___6,bank___7,bank___8,bank___9,bank___10,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Hc_1,Hc_2,Hc_3,Hc_4,Hc_5,Hc_6,Hl_1,Hl_2,Hl_3,Hl_4,CI_1,CI_2,CI_3,CI_4,PERSN_1,PERSN_2,PERSN_3,PERSN_4,Ca_1,Ca_2,Ca_3,Ca_4,Ey_1,Ey_2,Ey_3,Ey_ 4,Cv_1,Cv_2,Cv_3,CV_4,CS_1,CS_2,CS_3,CS_4,CS_5,CT_1,CT_2,CT_3,CT_4,CT_5,CL_1,CL_2,CL_3,CL_4,CL_5,,,,,,,
97,4,2,3,2,2,0,0,0,1,0,0,0,1,0,0,3,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,3,3,2,3,4,3,3,3,3,2,3,4,3,3,3,4,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,,,,,,,
98,2,2,4,1,3,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,2,2,3,3,4,2,4,4,4,4,2,2,2,2,3,2,3,3,3,2,2,2,2,4,3,3,3,3,3,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,,,,,,,
99,2,2,4,1,3,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,2,2,5,3,4,2,4,3,3,5,2,3,2,2,3,4,4,4,4,5,4,4,4,2,4,3,2,2,2,2,3,3,4,4,5,4,4,4,4,2,4,4,2,4,3,,,,,,,
100,2,2,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,2,2,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
101,2,1,4,1,3,0,0,0,0,0,0,0,0,0,1,4,4,4,3,4,1,2,4,3,4,2,4,3,4,4,2,4,3,3,3,4,4,4,4,4,3,3,2,2,4,4,2,3,2,2,4,4,4,4,2,2,2,4,2,2,4,3,4,3,4,,,,,,,
102,2,1,4,1,3,1,1,0,0,0,0,0,0,0,0,2,4,4,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,,,,,,,
103,2,1,4,1,3,0,1,0,0,0,0,0,0,0,0,2,2,3,4,4,2,2,2,3,3,4,4,3,4,3,4,2,2,4,4,3,4,4,3,3,3,3,2,2,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,,,,,,,
104,2,1,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,3,4,4,2,1,3,2,3,2,5,3,4,3,3,2,2,2,2,3,4,3,2,3,3,2,1,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,,,,,,,
105,2,1,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,3,3,3,2,2,3,2,3,3,3,1,1,2,3,2,2,2,3,2,3,3,2,3,2,2,3,2,2,2,2,3,3,3,3,3,2,3,2,2,1,2,1,2,1,2,2,1,,,,,,,
106,2,1,4,1,3,0,0,0,0,0,0,1,0,0,0,3,2,3,2,2,3,2,2,3,2,3,3,4,3,3,2,3,3,2,4,2,3,3,3,4,3,3,3,3,3,0,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,3,,,,,,,
107,2,1,4,1,3,0,0,0,0,1,0,0,0,0,0,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,4,2,4,3,2,3,3,4,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,,,,,,,
108,3,1,4,1,3,0,0,0,0,1,0,0,0,0,0,2,2,2,3,2,3,3,2,3,3,2,3,4,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,,,,,,,
109,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,2,3,4,3,3,3,2,,,,,,,
110,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,,,,,,,
111,2,1,4,1,3,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,2,4,4,4,2,4,2,4,4,2,2,4,3,2,4,2,2,3,2,2,3,2,1,3,2,2,3,3,4,3,3,4,4,3,3,2,2,3,2,3,3,3,3,3,4,,,,,,,
112,2,2,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
113,2,1,4,1,3,0,0,0,0,1,0,0,0,0,0,2,3,3,3,3,2,3,3,3,4,2,4,4,2,3,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,2,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,2,,,,,,,
114,3,1,4,1,2,0,0,1,0,0,0,0,0,0,0,3,2,3,4,4,3,2,4,2,3,4,3,3,4,3,3,3,3,4,3,4,3,4,4,4,3,4,2,2,3,3,3,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,4,,,,,,,
115,4,2,3,2,2,0,0,0,1,0,1,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
116,4,2,3,3,1,0,0,0,1,1,0,0,1,0,0,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
117,2,2,3,2,1,0,0,0,1,0,0,0,1,0,0,3,4,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,4,3,3,,,,,,,
118,3,1,4,1,3,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,0,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,
119,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,3,5,2,4,4,3,2,3,3,3,4,2,2,1,2,2,2,2,2,3,3,4,4,4,2,2,2,3,2,1,3,3,4,4,5,3,2,2,2,3,2,3,4,4,2,4,2,,,,,,,
120,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,3,2,2,3,3,3,3,3,4,2,3,3,2,2,2,2,3,3,3,4,4,4,2,2,3,2,3,3,2,3,3,2,2,3,2,4,2,3,2,3,2,2,3,3,2,2,,,,,,,
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
122,4,2,4,2,2,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,5,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,3,,,,,,,
123,4,2,4,2,1,0,0,0,0,1,0,0,0,0,0,3,3,3,2,3,2,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,
124,4,1,4,2,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,4,4,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
125,3,1,4,1,3,0,0,0,0,0,0,0,0,1,0,3,2,2,3,4,2,2,3,3,2,3,4,4,4,2,2,5,4,2,4,4,4,3,3,3,3,3,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
126,3,2,3,1,3,0,0,0,0,1,0,0,0,0,0,3,3,3,4,3,3,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
127,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,3,3,2,3,3,2,2,4,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,,,,,,,
128,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
129,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,2,4,2,4,1,2,2,2,2,3,2,3,2,3,2,2,2,4,3,3,2,3,4,4,4,2,2,4,2,2,2,5,4,4,3,3,3,2,2,4,2,3,5,2,1,1,2,4,2,,,,,,,
130,2,1,3,2,3,1,0,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
131,4,2,4,3,2,0,1,0,0,0,0,0,1,0,0,4,4,4,3,4,4,4,4,2,2,4,4,3,2,4,3,3,2,4,4,4,4,4,3,4,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
133,3,2,3,3,2,1,0,1,0,1,0,0,0,0,0,3,3,3,2,3,3,4,3,2,3,3,2,2,3,4,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
134,4,2,3,4,2,0,1,0,0,0,0,0,0,0,0,3,3,4,3,4,4,4,2,2,2,2,3,3,4,3,2,1,3,3,3,2,3,4,4,4,3,3,3,2,4,3,4,4,3,4,4,4,4,4,4,2,2,2,4,2,4,4,2,4,4,,,,,,,
135,4,2,4,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,,,,,,,
136,3,2,3,1,3,1,0,0,0,1,0,0,1,1,0,3,2,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
137,4,1,4,3,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,1,1,2,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
138,4,2,3,1,1,0,0,1,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,
139,4,2,3,3,1,1,0,0,0,1,0,0,1,0,0,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
140,4,2,4,3,2,0,0,0,0,0,0,0,1,0,0,3,3,3,2,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,,
141,4,1,4,3,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
142,3,2,4,4,1,1,0,0,0,0,0,0,1,0,0,3,3,2,3,3,3,2,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
143,3,2,4,4,1,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,
144,3,2,3,4,1,0,0,0,0,1,0,0,0,0,0,3,3,3,2,3,3,3,3,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
145,3,2,4,4,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
146,4,2,4,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,1,3,0,0,1,0,0,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,5,5,,,,,,,
147,3,1,4,1,2,0,0,0,1,0,0,0,1,0,0,3,3,3,4,3,3,3,3,0,0,3,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,,,,,,,
148,4,1,4,4,2,1,0,0,0,0,0,0,1,0,0,3,3,3,4,3,3,3,3,0,0,1,0,0,3,3,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
149,2,3,3,1,3,0,0,0,0,1,0,0,0,0,0,3,3,3,4,3,3,3,3,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
151,4,2,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,3,3,,,,,,,
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,,,,,,,
153,2,1,4,2,2,0,0,0,0,0,0,0,1,0,0,4,4,3,2,4,3,2,3,2,2,5,2,2,5,2,2,3,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,,,,,,,
154,4,1,3,2,2,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,,,,,,,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,,,,,,,
156,4,2,3,4,2,0,0,0,0,0,0,0,1,0,0,4,4,4,3,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,2,4,4,4,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,,,,,,,
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,2,2,2,2,4,2,4,,,,,,,
158,3,2,4,3,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
159,4,1,4,1,2,0,0,0,0,0,0,1,0,0,0,2,2,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
160,4,1,3,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,2,2,2,3,4,3,3,2,3,3,3,3,2,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
161,4,1,4,1,2,0,0,0,0,1,0,0,0,0,0,3,4,3,4,4,4,4,4,5,3,4,4,4,4,4,3,3,4,2,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,2,4,2,2,4,2,2,2,2,2,2,2,2,2,3,,,,,,,
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,2,3,2,3,3,3,3,4,3,,,,,,,
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,,,,,,,
164,4,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,2,,,,,,,
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
166,4,2,4,3,2,1,0,0,0,0,0,1,1,0,1,3,3,3,3,3,2,2,2,3,3,2,4,3,2,2,3,3,3,2,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
167,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,,
168,4,2,4,1,2,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,2,3,2,3,1,4,3,4,3,2,4,4,3,4,4,3,3,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,,,,,,,
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
170,2,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,3,4,4,5,2,4,4,2,2,4,2,3,5,3,2,3,3,4,3,2,3,3,3,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
171,4,2,3,2,1,0,0,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,,,,,,,
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,2,3,3,2,2,3,3,2,3,3,,,,,,,
173,4,2,3,1,1,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,,,,,,,
176,2,1,4,1,3,0,1,0,0,1,0,0,0,0,0,3,3,3,2,3,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,
177,2,1,4,1,3,0,1,0,0,0,0,0,1,0,0,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,3,3,,,,,,,
178,4,1,4,2,3,0,0,0,0,1,0,0,0,0,0,3,3,3,4,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,,,,,,,
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,,,,,,,
180,4,2,4,4,1,1,0,0,0,1,0,0,0,0,0,3,3,3,4,3,3,3,3,3,4,2,4,4,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,,,,,,,
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,3,3,2,3,4,4,2,2,3,2,,,,,,,
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,2,2,2,2,2,3,3,2,2,2,,,,,,,
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,2,3,2,,,,,,,
186,4,2,4,4,2,0,1,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,3,3,2,4,3,4,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,3,2,2,2,2,2,,,,,,,
187,4,2,4,3,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,4,3,3,3,4,4,3,3,2,4,5,3,3,3,3,4,4,4,2,3,3,3,2,2,3,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
189,4,1,4,2,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,4,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,,,,,,,
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,4,4,2,2,3,2,2,4,4,4,3,2,,,,,,,
192,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,2,2,3,4,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,
193,3,1,4,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,3,3,2,3,2,3,3,2,3,4,2,3,2,3,3,3,2,4,2,3,2,2,2,3,2,4,5,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,
194,4,2,4,2,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,4,3,4,2,2,2,4,4,4,3,3,3,,,,,,,
